node_id,offset
9577,0
106,0
56,1
1246,0
2528,0
19916,0
7594,0
21320,0
9935,0
205,3
14526,0
18399,0
20844,0
13179,0
300,0
368,0
9420,0
18386,0
2169,0
1172,0
9858,0
9847,2
13155,0
10487,0
22067,0
3590,0
21841,0
853,0
9455,0
1126,0
21655,0
11430,0
294,4
7042,0
92,13
17164,0
21307,0
13181,1
10182,3
7746,0
12777,2
16982,0
15616,0
10631,0
3153,0
20413,0
2890,0
16297,3
408,0
15548,0
8909,0
4100,0
3545,0
21660,0
19907,1
16041,0
2489,0
3581,0
4731,0
4602,6
19295,3
10665,1
283,23
14634,0
7767,1
18627,0
16725,0
7488,0
21777,0
19076,3
159,1
291,28
5899,0
21485,0
17455,5
7229,0
21104,0
2833,0
9974,0
21263,0
30,7
1475,0
13776,2
10460,0
5932,1
13847,2
2726,0
7874,0
13872,0
12132,0
4603,19
16090,0
20333,0
15065,0
8857,0
1546,0
4602,26
11035,3
11228,0
18072,0
14715,0
1211,2
18797,0
3122,0
222,1
20954,0
14095,0
16084,0
1373,0
199,11
10647,0
2686,0
16003,1
206,5
9237,0
2569,0
16773,1
697,0
10587,0
20763,0
19072,0
14770,3
4173,0
10254,0
20705,0
13342,0
3764,0
4599,15
261,8
2885,0
5802,1
7082,1
29,18
2145,0
4575,1
2603,0
8772,7
12591,0
14529,0
13686,0
14125,0
11183,0
15390,2
11621,0
10776,1
7067,0
4531,0
20094,0
12858,3
8576,1
7290,0
257,0
14588,0
3156,1
19746,6
19482,1
2607,0
14762,0
17219,1
12315,0
14112,0
9790,1
15937,0
14317,0
5527,0
9199,0
16002,0
18798,0
11856,0
11659,0
13608,1
19772,0
10312,0
10836,1
16839,0
7759,0
6741,0
13354,1
4847,0
15272,0
2751,0
1711,0
11095,0
7699,3
5112,0
22186,1
9137,0
16488,0
4579,0
12350,0
17205,1
9832,0
11741,0
19896,0
12352,0
12597,0
5195,0
17443,0
3941,2
14233,0
10277,0
11586,0
4595,5
18558,1
18726,0
20455,0
870,0
13615,0
18036,0
4679,0
10493,0
13290,0
21905,0
19121,1
1126,0
547,0
13728,0
2660,0
1604,0
16410,0
19682,0
17567,5
4402,0
14228,0
11482,0
12646,0
16245,0
13016,0
4191,0
8422,0
15078,0
16806,0
17576,6
6553,0
21507,0
18264,0
4369,1
257,15
11628,0
9939,0
17464,0
2451,0
14499,0
3873,0
275,23
19333,0
201,18
11074,1
11906,0
16724,0
18948,0
17977,0
2174,0
6722,0
12525,0
21222,0
3648,0
19968,7
20514,2
10886,0
30,6
14516,0
15423,0
8193,1
19658,0
74,18
21184,0
4248,1
9216,0
11685,0
11915,0
19679,0
16751,1
18773,0
15330,0
3102,0
15617,0
11186,0
15169,0
8541,0
16781,2
20252,0
16498,0
2385,0
1486,0
3753,0
20761,0
21330,0
16985,3
10892,0
8844,0
10737,3
12011,1
3782,0
2201,2
261,11
7560,0
7923,0
63,5
7051,0
18793,0
22287,0
10932,1
18088,0
16230,0
17679,0
20905,0
20581,0
5353,2
17673,0
13633,2
4775,0
5868,0
12878,0
12157,0
11182,0
2441,0
1190,0
753,0
13136,0
7962,1
15520,4
15173,0
20727,2
4962,1
8711,0
3754,0
1007,0
16578,1
257,4
18710,0
8751,0
5755,0
4603,5
6424,0
1429,0
15840,0
134,0
13487,0
10117,0
10117,0
16490,0
888,0
18351,0
10657,0
17567,5
13017,1
2303,0
11015,3
20891,0
14420,0
5549,0
16531,1
11061,0
10587,0
13849,0
20639,6
46,3
10965,0
4847,0
13691,1
12044,0
89,3
19769,1
4538,0
18979,0
12620,4
8939,0
9210,0
15124,0
15669,0
13413,0
7544,1
13154,1
4010,0
18607,1
2581,0
1892,0
9544,0
12018,1
10598,0
2416,0
12735,0
17227,0
12543,1
923,0
56,22
294,0
13351,0
2984,0
16469,0
11383,1
26,23
5572,0
7728,0
21487,0
1660,0
3406,0
132,7
1579,0
271,2
19971,0
12635,0
5402,0
13610,0
20789,0
20966,0
16049,1
8256,7
20499,0
2924,0
21823,0
11628,2
19104,0
15998,1
4601,17
4598,23
4186,0
18913,0
20639,7
18242,0
575,20
12395,0
5645,0
22339,0
4597,25
11301,0
11464,3
17813,0
3340,1
3779,2
11959,0
15194,0
4598,23
7507,0
19984,0
19550,0
8238,0
7761,0
14447,0
12977,0
10737,3
4045,0
20639,8
3217,0
22402,0
9794,0
18842,0
18556,5
1889,0
8238,0
4548,0
17500,0
10133,1
1064,1
11887,0
337,17
11958,0
15386,0
21861,0
12827,1
3632,0
12760,0
415,0
5091,0
20978,0
15579,0
1429,1
8576,0
14872,2
5286,0
6967,0
14990,0
4597,5
8844,1
1460,0
16632,0
16991,2
18650,0
3001,2
16069,0
15881,0
4155,0
11856,1
17007,0
16749,0
5450,1
21047,0
10451,0
12092,1
10525,0
7469,0
8019,0
3968,0
21099,0
7133,0
21686,0
4598,1
22083,0
10983,2
20654,0
7958,0
15053,0
4337,0
14889,0
283,24
18658,0
278,28
10317,0
13397,1
931,0
16192,0
19321,0
6440,0
15734,0
6357,0
10016,0
11932,0
6129,0
9745,0
334,28
4594,11
21199,0
7156,0
20743,0
4433,1
12911,4
15502,0
6527,0
5511,0
21685,4
10442,2
8180,0
4542,0
7443,0
4598,18
11609,3
20601,0
4528,0
1985,0
360,0
11820,0
4722,0
11061,4
29,25
10494,2
15392,1
5435,0
10663,0
14852,0
11614,0
15426,0
5774,1
10702,0
9151,0
9999,0
5008,1
159,2
13825,0
161,13
4474,0
31,0
9221,0
201,30
14672,0
19530,0
20803,3
16270,0
4887,0
16150,0
19301,3
9299,0
15646,0
17454,0
10306,0
338,30
15842,0
5898,0
18748,0
2832,0
5648,0
175,18
6571,0
124,9
4774,3
